id,host_listings_count,latitude,longitude,accommodates,bathrooms,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,cta,time_to_cta_minutes
4183886,1,41.89581,-87.61683000000002,8,2.0,344.0,500.0,80.0,35.0,3,31,3,1125,27,253,128,14,2.0,12.7
4214683,1,41.95037,-87.71123,2,1.0,37.0,0.0,18.0,10.0,2,90,3,90,3,153,84,18,1.0,12.83
4225006,1,41.959559999999996,-87.68316999999998,3,1.0,130.0,0.0,50.0,20.0,2,8,2,8,30,356,76,5,5.0,10.57
4243309,2,41.94278,-87.64898000000002,2,1.0,69.0,0.0,10.0,10.0,1,1125,1,1125,29,350,262,94,3.0,7.9
4243905,1,41.927209999999995,-87.69733000000002,4,2.0,275.0,250.0,125.0,0.0,2,1125,2,1125,0,275,32,11,2.0,8.19
4257285,2,41.99638,-87.66284,1,1.0,60.0,250.0,0.0,0.0,2,1125,2,1125,30,350,56,9,3.0,6.95
4263439,1,41.905159999999995,-87.6291,2,1.0,109.0,300.0,60.0,0.0,1,32,1,1125,28,245,126,23,3.0,3.9
4264117,1,41.96739,-87.68366999999998,2,1.0,60.0,0.0,0.0,10.0,1,1125,1,1125,0,173,19,4,4.0,5.89
4267901,0,41.89066,-87.63554,2,1.0,135.0,0.0,0.0,0.0,1,1125,1,1125,0,0,176,0,10.0,4.18
4278432,1,41.96841,-87.6851,5,1.0,150.0,300.0,50.0,25.0,3,30,3,30,0,326,78,8,4.0,6.53
4278818,6,41.81954,-87.61594000000002,1,1.0,115.0,500.0,80.0,45.0,2,15,2,15,30,365,11,1,2.0,7.16
4288256,2,41.94245,-87.73234000000002,2,1.0,60.0,500.0,25.0,20.0,1,1125,1,1125,30,38,317,26,0.0,19.33
4301222,1,41.91486,-87.68576999999998,12,2.5,199.0,500.0,150.0,30.0,3,365,3,365,30,170,11,2,3.0,3.4
4302460,1,41.9197,-87.70636,5,1.0,90.0,0.0,0.0,25.0,1,1125,1,1125,0,0,18,0,1.0,11.62
4335812,6,41.81933,-87.61495,1,1.5,115.0,500.0,125.0,125.0,2,1125,2,1125,30,365,11,4,2.0,7.94
4359719,1,41.99574000000001,-87.76231999999996,2,1.0,40.0,0.0,80.0,0.0,1,1125,1,1125,17,228,40,17,0.0,85.11
4365466,16,42.016529999999996,-87.68788,2,2.0,17.0,100.0,12.0,10.0,1,1125,1,1125,21,171,95,6,0.0,25.86
4370895,1,41.90672,-87.62905,7,1.0,175.0,0.0,100.0,19.0,2,30,2,30,30,348,88,12,2.0,6.23
4394093,1,41.95581,-87.66922,2,1.0,75.0,0.0,30.0,0.0,3,1125,3,1125,28,246,30,12,4.0,8.57
4394224,2,41.849109999999996,-87.67924000000002,2,1.0,50.0,0.0,0.0,0.0,25,180,25,180,0,80,9,1,3.0,9.87
4395112,2,41.93853,-87.65562,10,2.0,149.0,0.0,195.0,50.0,2,1125,2,1125,30,171,123,37,5.0,4.25
4417718,2,41.96063,-87.70653,1,1.0,50.0,700.0,0.0,0.0,30,1125,30,1125,23,258,13,0,4.0,10.13
4457161,1,41.95945,-87.67749,6,1.0,239.0,0.0,105.0,50.0,2,1125,2,1125,28,206,53,1,4.0,5.13
4503103,0,41.85525,-87.63507,5,1.5,110.0,200.0,40.0,20.0,1,1125,1,1125,30,90,67,1,2.0,7.19
4503332,0,41.85586,-87.63569,6,2.0,125.0,200.0,35.0,20.0,1,1125,1,1125,24,81,86,19,2.0,9.61
4567558,1,41.95378,-87.73876,3,1.0,45.0,0.0,25.0,25.0,1,1125,1,1125,22,357,116,28,2.0,9.15
4592031,1,41.96654,-87.65701999999996,4,2.5,70.0,0.0,20.0,25.0,1,28,1,28,29,138,72,24,3.0,4.28
4598631,5,41.91215,-87.66830999999998,8,2.0,118.0,250.0,95.0,20.0,2,30,2,1125,4,315,227,43,2.0,12.34
4605354,3,41.93504,-87.65187,4,1.0,175.0,500.0,25.0,25.0,2,1125,2,1125,0,0,7,0,4.0,4.2
4616669,1,41.908879999999996,-87.64126999999998,4,1.0,120.0,200.0,80.0,0.0,2,1125,2,1125,0,0,78,26,3.0,4.36
4631385,6,42.01117,-87.66466,5,1.0,115.0,0.0,40.0,25.0,2,1125,2,1125,30,180,66,8,3.0,5.04
4631540,6,41.9426,-87.79946,2,1.0,40.0,0.0,25.0,0.0,2,1125,2,1125,29,179,36,16,0.0,76.64
4632510,1,41.90383,-87.69455,4,1.0,99.0,150.0,60.0,25.0,7,1125,7,1125,28,81,149,20,0.0,76.87
4644849,2,41.95773,-87.64759000000002,4,1.0,250.0,0.0,75.0,25.0,2,1125,2,1125,29,252,45,4,2.0,12.5
4667333,2,41.92118,-87.68678,2,1.0,75.0,0.0,15.0,0.0,1,1125,1,1125,29,89,169,34,2.0,9.58
4668682,7,41.91755,-87.63592,15,4.0,743.0,1000.0,125.0,15.0,1,1124,5,1125,24,313,111,20,1.0,12.74
4698247,1,41.93262,-87.71007,2,1.0,90.0,0.0,40.0,35.0,2,1125,2,1125,23,79,177,45,2.0,4.64
4708477,1,41.94017,-87.66986999999996,3,1.5,200.0,0.0,40.0,0.0,2,21,2,21,0,0,19,1,3.0,6.56
4720091,1,41.93425,-87.65016,2,1.0,159.0,250.0,30.0,15.0,1,30,2,30,29,359,41,2,3.0,4.76
4730797,4,41.92192,-87.7002,3,1.0,50.0,0.0,25.0,40.0,2,1125,2,1125,0,322,59,12,2.0,3.75
4731523,4,41.9212,-87.69993000000002,3,1.0,50.0,0.0,25.0,40.0,2,1125,2,1125,30,331,47,15,2.0,3.91
4736295,1,41.91735,-87.67712,3,1.0,99.0,0.0,40.0,0.0,1,1100,60,1100,0,211,50,4,2.0,11.85
4777997,1,41.72077,-87.57856,6,1.0,150.0,0.0,50.0,50.0,3,30,3,30,0,21,40,0,0.0,53.5
4785815,1,41.942,-87.64778000000004,3,1.0,110.0,0.0,40.0,25.0,3,1124,3,1124,0,129,65,11,3.0,7.85
4793938,12,41.971059999999994,-87.66776999999998,6,2.0,199.0,250.0,0.0,0.0,2,1125,2,1125,27,358,54,6,5.0,11.99
4803582,1,41.907379999999996,-87.67713,2,1.0,125.0,0.0,65.0,0.0,2,1125,2,1125,30,365,86,17,3.0,3.6
4840199,12,41.97095,-87.66798,7,2.0,499.0,250.0,0.0,0.0,2,900,2,900,28,363,22,5,5.0,12.12
4840753,12,41.971059999999994,-87.66776999999998,2,1.0,159.0,250.0,0.0,0.0,3,1125,3,1125,29,180,27,0,5.0,11.99
4852830,2,41.912209999999995,-87.64956,2,1.0,105.0,0.0,0.0,0.0,2,1125,2,1125,28,310,251,29,3.0,2.17
4862952,1,41.992670000000004,-87.6619,6,1.5,320.0,400.0,100.0,40.0,1,1125,1,1125,28,363,25,0,4.0,3.91
4867834,1,41.90931,-87.69758,1,1.0,60.0,0.0,0.0,20.0,1,1125,2,1125,0,0,7,7,1.0,22.57
4872152,2,41.90793,-87.6884,2,1.0,55.0,0.0,10.0,10.0,1,28,1,1125,30,359,172,26,2.0,13.21
4881981,4,41.90231,-87.63408000000004,2,1.0,59.0,0.0,0.0,10.0,30,45,30,45,0,0,3,0,3.0,4.86
4907692,2,41.96535,-87.69924,4,2.0,105.0,0.0,75.0,0.0,5,90,5,90,7,119,9,1,4.0,3.87
4912516,1,41.946909999999995,-87.68786999999998,6,1.0,147.0,300.0,35.0,12.0,2,14,2,1125,0,0,137,12,0.0,37.75
4923963,1,41.809,-87.61659,5,1.0,135.0,0.0,125.0,25.0,2,1125,2,1125,0,0,27,5,3.0,3.92
4925062,1,41.68906,-87.60769,1,1.0,50.0,100.0,35.0,0.0,2,1125,2,1125,0,0,7,0,0.0,62.21
4978940,1,42.01447,-87.66606,2,1.0,95.0,200.0,9.0,50.0,3,90,3,90,28,178,47,8,3.0,3.88
4979274,14,41.91832,-87.68851,2,1.0,40.0,100.0,10.0,20.0,1,1125,2,1125,30,90,227,34,3.0,4.56
5009613,5,42.00147,-87.66974,4,1.0,50.0,0.0,0.0,0.0,1,1125,1,1125,30,365,0,0,3.0,9.33
5027850,2,41.73415,-87.63925,5,1.0,56.0,400.0,80.0,50.0,2,1125,2,1125,30,175,26,12,0.0,32.73
5048385,1,41.989979999999996,-87.66709,4,1.0,80.0,0.0,30.0,20.0,3,1125,3,1125,0,0,16,3,3.0,8.37
5074013,2,41.893159999999995,-87.62442,4,1.0,250.0,800.0,50.0,50.0,2,1125,2,1125,29,192,231,32,6.0,5.73
5095370,14,41.91832,-87.68851,2,1.0,35.0,100.0,10.0,20.0,1,1125,2,1125,30,90,87,26,3.0,4.56
5102125,5,41.89494000000001,-87.65888000000002,2,1.5,90.0,250.0,42.0,20.0,3,1125,3,1125,22,97,89,27,3.0,5.89
5115962,1,41.92185,-87.68401,3,1.0,214.0,213.0,25.0,0.0,1,365,2,365,0,292,0,0,1.0,12.27
5117490,2,41.89998,-87.69244,4,2.0,75.0,0.0,45.0,30.0,1,1125,1,1125,28,117,175,29,0.0,82.3
5126218,1,41.92149000000001,-87.67817,6,2.5,150.0,0.0,0.0,0.0,30,1125,30,1125,0,151,4,1,1.0,17.21
5169411,1,41.91858,-87.6779,4,1.5,125.0,0.0,120.0,0.0,2,1125,2,1125,5,131,31,3,2.0,13.53
5195252,2,41.90368,-87.67943000000002,2,1.0,85.0,0.0,25.0,0.0,1,1125,1,1125,29,302,71,16,1.0,10.91
5205377,2,41.90436,-87.67953,2,1.0,74.0,0.0,25.0,0.0,2,1125,2,1125,29,353,167,19,1.0,9.66
5210190,6,41.89405,-87.68498000000002,4,1.0,59.0,0.0,200.0,25.0,28,90,28,90,0,162,126,1,,
5210927,6,41.89329,-87.68574,4,1.0,79.0,0.0,75.0,25.0,2,1125,2,1125,30,160,309,45,,
5210931,4,41.88945,-87.68241,2,2.0,200.0,0.0,50.0,150.0,1,1125,1,1125,0,296,71,3,0.0,68.76
5231461,2,41.90036,-87.69332,4,2.0,150.0,0.0,0.0,0.0,3,30,3,30,30,359,140,24,0.0,83.78
5297152,3,41.79718,-87.59735,2,1.0,65.0,0.0,10.0,20.0,2,1125,4,1125,29,132,170,22,0.0,77.84
5320006,3,41.86754000000001,-87.65888000000002,3,1.0,110.0,200.0,50.0,25.0,30,365,30,365,30,365,32,11,3.0,15.67
5321981,2,41.90978,-87.67690999999998,2,1.0,50.0,0.0,0.0,20.0,1,60,1,60,29,179,48,2,3.0,1.18
5322865,2,41.9106,-87.67591,2,1.0,48.0,0.0,0.0,25.0,1,69,1,69,0,306,43,1,3.0,2.35
5328080,3,42.00239000000001,-87.66691999999998,6,2.0,95.0,200.0,75.0,35.0,2,30,2,30,23,88,129,20,3.0,6.79
5359984,2,41.89523,-87.66601,8,2.5,190.0,0.0,70.0,15.0,3,45,3,1125,28,72,65,7,2.0,11.9
5383435,3,41.89883,-87.68124,6,1.0,159.0,150.0,70.0,15.0,1,1125,1,1125,30,344,52,16,0.0,79.49
5406217,1,41.926809999999996,-87.70853000000002,2,2.0,160.0,100.0,50.0,35.0,2,1125,2,1125,30,342,109,27,2.0,5.72
5414283,1,41.7981,-87.58927,1,1.0,39.0,0.0,50.0,10.0,31,365,31,365,22,357,165,2,0.0,84.32
5480976,2,41.92021,-87.69005,6,1.0,63.0,200.0,79.0,25.0,3,1124,3,1125,0,281,231,42,2.0,7.65
5481685,1,42.0151,-87.68063000000002,2,1.0,45.0,0.0,30.0,20.0,2,1125,2,1125,0,112,23,1,2.0,13.43
5496659,6,41.7645,-87.57248,10,1.0,30.0,0.0,25.0,20.0,1,355,1,355,0,0,100,6,0.0,105.85
5509147,2,41.91644,-87.65216,4,1.0,148.0,2000.0,120.0,50.0,4,365,4,1125,30,308,73,18,3.0,3.07
5511358,1,41.94729,-87.70329,1,1.0,34.0,0.0,45.0,15.0,2,34,2,34,0,301,45,7,1.0,19.88
5537682,1,41.921820000000004,-87.66214000000002,7,2.0,275.0,250.0,120.0,25.0,2,1125,2,1125,29,151,108,3,2.0,13.66
5537683,1,41.92052,-87.66186,6,1.5,148.0,250.0,85.0,25.0,2,1125,2,1125,29,90,134,2,2.0,13.35
5545645,3,41.89631,-87.69999,6,1.0,89.0,349.0,85.0,13.0,1,1125,1,1125,30,90,66,7,0.0,85.38
5571262,0,41.898070000000004,-87.67336,6,2.5,275.0,250.0,75.0,0.0,2,5,2,5,0,4,74,10,1.0,13.23
5576190,6,41.76469,-87.57215,2,1.0,30.0,0.0,20.0,20.0,7,1125,7,1125,0,296,53,6,0.0,106.77
5576191,6,41.76264000000001,-87.57231999999998,4,1.0,30.0,0.0,20.0,20.0,1,1125,1,1125,0,296,29,21,0.0,103.53
5601166,1,41.89541,-87.67537,2,1.5,80.0,0.0,0.0,10.0,4,1125,5,1125,27,255,55,10,1.0,18.63
5602585,1,41.94706,-87.65888000000002,6,1.0,174.0,0.0,59.0,19.0,1,1125,1,1125,27,356,55,23,5.0,5.78
5629872,0,41.92845,-87.71325,6,3.5,500.0,999.0,200.0,30.0,2,1125,5,1125,0,0,38,2,1.0,7.17
5632638,2,41.909,-87.67689,2,1.0,105.0,0.0,40.0,50.0,2,1125,2,1125,30,360,57,11,3.0,0.82
5645139,1,41.96834000000001,-87.65850999999998,2,1.0,71.0,150.0,50.0,0.0,3,1125,3,1125,29,352,131,20,3.0,1.13
5651414,1,41.89403,-87.68075,2,1.0,50.0,0.0,50.0,0.0,1,1125,1,1125,0,113,102,3,0.0,72.51
5681790,1,41.919259999999994,-87.65052,4,1.0,210.0,0.0,80.0,0.0,2,1125,2,1125,30,361,135,10,4.0,4.11
5694572,10,41.921820000000004,-87.64175,4,2.0,250.0,0.0,150.0,25.0,7,180,7,180,29,357,9,7,2.0,14.69
5712768,2,41.91925,-87.69096,12,2.0,127.0,500.0,179.0,25.0,3,1124,3,1125,30,351,187,22,2.0,7.96
5733394,2,41.94271,-87.65292,2,1.0,79.0,0.0,50.0,0.0,2,1125,2,1125,29,120,100,54,4.0,4.99
5785758,10,41.8529,-87.69617,1,1.0,45.0,350.0,35.0,100.0,15,365,15,365,29,364,17,2,3.0,3.04
5790620,81,41.890679999999996,-87.62658,5,2.0,300.0,0.0,100.0,0.0,60,1125,60,1125,30,365,6,0,9.0,3.81
5794319,1,41.92046,-87.71656,2,1.0,35.0,0.0,0.0,0.0,1,5,1,5,18,91,316,98,0.0,42.35
5804791,10,41.85284,-87.69830999999998,1,1.0,45.0,350.0,25.0,100.0,15,1125,15,1125,30,365,15,6,2.0,5.35
5805991,10,41.85418,-87.69619,1,1.0,62.0,400.0,25.0,100.0,21,1125,21,1125,30,365,10,4,3.0,2.58
5814832,1,41.97142,-87.67635,2,1.0,97.0,0.0,55.0,0.0,2,1125,2,1125,26,154,101,23,1.0,9.48
5824524,1,41.90122,-87.62933000000002,3,1.0,145.0,99.0,50.0,35.0,1,13,1,13,0,112,8,1,2.0,5.72
5836043,3,41.901379999999996,-87.67335,5,2.0,175.0,750.0,100.0,50.0,3,120,3,1125,28,178,53,23,2.0,8.59
5847065,1,41.91727,-87.65334,2,1.0,56.0,0.0,0.0,25.0,1,1125,1,1125,29,88,157,44,3.0,1.91
5850897,1,41.81214,-87.61231,6,2.5,99.0,0.0,0.0,186.0,2,1125,2,1125,30,365,25,9,2.0,11.51
5851115,1,41.87478,-87.72131,10,1.0,95.0,0.0,45.0,15.0,1,25,1,25,6,263,306,71,1.0,7.41
5861971,1,41.88675,-87.7066,4,1.0,55.0,0.0,25.0,15.0,2,100,2,1125,18,313,102,35,3.0,3.17
5863177,48,41.91829,-87.65258,2,1.0,85.0,0.0,24.0,0.0,1,1125,7,1125,30,39,155,26,3.0,0.39
5869607,4,41.889179999999996,-87.68012,2,1.5,200.0,0.0,50.0,150.0,1,1125,1,1125,0,0,32,4,0.0,68.92
5874798,1,41.94084,-87.65781,2,1.0,79.0,150.0,15.0,40.0,2,1125,2,1125,27,322,205,32,5.0,6.71
5882164,81,41.89862,-87.62138,4,2.0,250.0,0.0,120.0,0.0,31,1125,31,1125,30,365,5,0,3.0,8.85
5912305,2,41.87863,-87.68151999999998,2,1.0,45.0,100.0,25.0,10.0,1,5,2,5,0,0,38,13,3.0,12.16
5929998,1,41.91033,-87.68444000000002,4,2.0,150.0,1000.0,70.0,0.0,3,1125,3,1125,0,0,43,5,2.0,9.03
5933672,81,41.886759999999995,-87.64253000000002,3,2.0,300.0,0.0,100.0,0.0,90,1125,90,1125,0,265,0,0,7.0,2.68
5980645,2,41.934329999999996,-87.73945,1,1.0,29.0,0.0,0.0,0.0,1,30,30,30,29,364,52,3,0.0,35.32
5981743,2,41.910109999999996,-87.6771,1,1.0,89.0,0.0,0.0,20.0,1,44,1,44,0,118,21,7,3.0,0.75
5990023,1,41.891690000000004,-87.62105,4,1.5,285.0,1750.0,75.0,30.0,3,21,3,21,29,364,39,5,7.0,7.52
5996942,2,41.82962,-87.67529,2,1.0,59.0,100.0,38.0,20.0,2,1125,2,1125,29,351,78,19,1.0,6.96
6000726,1,41.935829999999996,-87.69360999999998,2,1.0,87.0,100.0,50.0,0.0,3,200,3,200,12,91,132,23,0.0,37.43
6000922,1,41.99783,-87.66232,2,1.0,75.0,0.0,0.0,0.0,1,180,1,180,0,275,195,53,3.0,5.73
6003054,2,41.9444,-87.7302,2,2.0,60.0,500.0,20.0,20.0,1,1125,1,1125,0,112,85,3,2.0,14.36
6014028,1,41.83618,-87.62082,2,1.0,86.0,0.0,0.0,0.0,1,1125,1,1125,27,323,259,44,2.0,10.23
6014128,81,41.87352,-87.62969,4,2.0,200.0,0.0,80.0,0.0,60,1124,60,1124,30,365,3,0,10.0,3.55
6039038,16,42.016529999999996,-87.68788,2,2.0,25.0,100.0,12.0,10.0,1,1125,1,1125,0,145,151,31,0.0,25.86
6045978,21,41.94614,-87.68242,8,2.0,299.0,0.0,50.0,20.0,1,1125,5,1125,30,365,7,2,3.0,8.27
6051322,12,41.97183,-87.66786,3,1.0,219.0,0.0,0.0,0.0,3,28,3,28,0,0,5,0,5.0,10.95
6053269,12,41.971059999999994,-87.66776999999998,5,2.0,399.0,0.0,0.0,0.0,3,1125,3,1125,0,0,18,0,5.0,11.99
6057908,1,41.93924000000001,-87.65502,5,1.0,170.0,250.0,79.0,21.0,2,365,2,365,30,313,212,43,5.0,2.71
6065318,2,41.94851,-87.68290999999998,4,1.0,59.0,0.0,45.0,35.0,2,31,2,31,16,284,369,51,2.0,9.95
6078393,1,41.9573,-87.68006,10,3.5,475.0,1500.0,150.0,0.0,3,1125,3,1125,0,5,21,1,3.0,9.16
6086065,1,41.92416,-87.69048000000002,4,1.0,119.0,0.0,100.0,0.0,2,1125,2,1125,27,311,46,9,2.0,11.3
6103492,4,41.9595,-87.74891,3,2.0,66.0,0.0,100.0,40.0,30,1125,30,1125,0,319,4,0,1.0,8.54
6104268,1,41.901559999999996,-87.66375,4,2.0,59.0,250.0,79.0,25.0,3,1124,3,1125,26,361,133,33,2.0,4.95
6112891,4,41.90361,-87.63327,2,1.0,40.0,100.0,0.0,0.0,30,90,30,90,0,0,4,3,3.0,1.92
6129236,4,41.89671,-87.6562,2,1.0,76.0,100.0,45.0,35.0,2,1125,2,1125,29,146,124,27,3.0,1.11
6133578,1,41.8585,-87.66920999999998,4,1.5,85.0,0.0,10.0,15.0,1,10,1,10,30,313,407,86,2.0,2.25
6150893,1,41.931470000000004,-87.70801,8,1.5,150.0,100.0,75.0,10.0,2,1125,3,1125,22,70,227,46,2.0,3.23
6153674,21,41.94078,-87.68115,8,2.0,299.0,0.0,125.0,20.0,2,1125,5,1125,30,365,16,5,2.0,14.46
6154243,1,41.92272,-87.73586999999998,4,1.0,100.0,0.0,50.0,30.0,3,60,3,60,29,357,62,8,0.0,47.85
6156931,81,41.88626,-87.61632,4,2.0,171.0,0.0,100.0,0.0,60,1124,60,1124,29,364,14,0,7.0,13.29
6166734,2,41.99484,-87.66184,4,1.0,90.0,0.0,0.0,25.0,1,30,1,30,0,0,59,3,3.0,3.83
6185638,1,41.94208,-87.71685,2,0.0,51.0,0.0,0.0,15.0,1,1125,2,1125,0,0,153,4,2.0,8.28
6214121,1,41.94334,-87.65343,1,1.0,90.0,0.0,50.0,0.0,1,1125,1,1125,0,0,14,0,4.0,5.98
6229085,1,41.89364000000001,-87.66483000000002,8,3.0,399.0,400.0,150.0,10.0,2,1125,2,1125,25,235,75,16,2.0,12.54
6232258,2,41.910579999999996,-87.7087,6,1.0,58.0,250.0,79.0,20.0,4,30,4,30,30,365,189,37,0.0,56.45
6246314,1,41.91165,-87.6923,8,2.0,255.0,0.0,50.0,0.0,3,40,3,1125,22,309,141,28,1.0,11.59
6277018,1,41.91637,-87.7005,2,1.0,129.0,0.0,0.0,0.0,2,7,2,7,28,363,18,0,1.0,10.92
6288917,3,41.9431,-87.79460999999998,3,1.0,125.0,0.0,60.0,15.0,2,365,2,1125,30,270,17,3,0.0,70.28
6321615,1,41.92409,-87.68419,1,1.0,60.0,0.0,30.0,50.0,4,1125,4,1125,20,108,54,15,1.0,15.2
6325307,1,41.96318,-87.70387,8,3.5,299.0,300.0,95.0,25.0,3,21,3,1125,0,0,11,2,4.0,5.74
6344612,1,41.97186,-87.66115,2,1.0,59.0,0.0,100.0,25.0,14,1125,14,1125,0,0,117,6,4.0,4.36
6359332,30,41.888059999999996,-87.63422,4,1.0,164.0,0.0,120.0,0.0,30,1125,30,1125,29,247,3,2,12.0,3.09
6362890,1,41.90974,-87.63133,4,1.0,80.0,400.0,75.0,0.0,28,1125,28,1125,28,298,17,5,2.0,7.84
6363328,1,41.96945,-87.69439,2,1.0,59.0,0.0,20.0,25.0,30,365,30,365,3,150,168,27,3.0,6.0
6365974,4,41.651559999999996,-87.54165,3,1.0,99.0,0.0,100.0,0.0,2,1125,2,1125,29,179,30,4,,
6374350,1,41.94782,-87.68428,2,1.0,78.0,0.0,25.0,40.0,1,1125,1,1125,29,351,109,24,2.0,11.43
6374890,1,41.8984,-87.69673,2,1.0,85.0,0.0,60.0,0.0,2,1125,2,1125,26,159,44,14,0.0,84.84
6375348,2,41.8324,-87.61058,4,1.0,70.0,0.0,25.0,10.0,3,21,3,21,30,262,177,28,0.0,79.49
6376734,81,41.87207,-87.62999,4,2.0,133.0,0.0,100.0,0.0,60,365,60,365,30,365,2,0,10.0,5.65
6378085,0,41.95133,-87.70485,6,1.0,82.0,0.0,65.0,25.0,2,1125,2,1125,15,125,20,20,,
6391342,1,41.89259000000001,-87.66999,2,1.5,80.0,150.0,10.0,20.0,2,1125,2,1125,0,0,28,0,1.0,12.73
6396451,1,41.86159,-87.64795,4,2.0,150.0,0.0,25.0,50.0,2,1125,2,1125,0,0,25,0,0.0,35.7
6419072,1,41.95576,-87.72881,2,2.0,69.0,100.0,30.0,50.0,6,45,6,45,0,0,8,0,2.0,4.97
6419804,0,41.92322,-87.64934000000002,4,1.0,94.0,0.0,80.0,25.0,2,7,2,1125,29,30,2,2,2.0,5.9
6423299,22,41.896809999999995,-87.65513,8,2.0,280.0,998.0,150.0,50.0,1,1125,5,1125,0,291,210,44,3.0,3.86
6426005,4,41.94571,-87.65136,6,1.0,200.0,1000.0,0.0,25.0,1,29,1,29,0,0,35,0,3.0,5.0
6460914,1,42.00663,-87.68544,2,1.0,82.0,0.0,35.0,0.0,5,70,5,70,0,0,28,5,0.0,81.33
6463650,1,41.80852,-87.59589,2,1.0,165.0,250.0,80.0,120.0,3,1125,3,1125,27,362,26,3,0.0,86.09
6472628,3,41.84968,-87.67627,2,1.5,39.0,500.0,50.0,20.0,2,1125,2,1125,0,316,40,9,3.0,10.17
6480445,2,41.93521,-87.71096,6,1.0,115.0,0.0,30.0,25.0,2,1124,2,1124,26,332,130,40,2.0,6.66
6488146,81,41.88745,-87.61731999999998,4,2.0,300.0,0.0,80.0,0.0,31,1125,31,1125,30,365,5,2,6.0,13.89
6499322,4,41.8503,-87.6324,6,1.0,190.0,0.0,50.0,40.0,2,30,2,1125,30,90,178,17,2.0,5.44
6504170,2,41.90064,-87.67056,4,1.0,61.0,0.0,40.0,10.0,1,28,2,1125,30,35,505,83,2.0,6.87
6515667,21,41.91268,-87.63895,6,1.0,239.0,0.0,0.0,25.0,2,1125,5,1125,21,349,43,11,3.0,3.41
6516410,1,41.89825,-87.66731,4,1.0,120.0,300.0,60.0,20.0,1,1125,2,1125,24,85,186,20,2.0,9.08
6528643,21,41.94342,-87.68121,6,2.0,199.0,0.0,50.0,20.0,2,1125,5,1125,28,346,21,5,2.0,11.35
